selector,seed,axis,ks_to_uniform,star_1d,max_gap,tail_share_p90
random,6,drought_onset_rate,0.6208674399358118,0.40615884945716574,0.21166192084259194,0.06
random,6,drought_recovery_rate,0.5118005995931483,0.34807602385294295,0.26977187526138235,0.07
random,6,flood_peak_magnitude,0.34269090999739915,0.2058968102685744,0.19083680805779724,0.1
random,6,flood_pulse_duration,0.4922222222222222,0.3161906753999527,0.16666666666666663,0.07
random,6,flood_rise_rate,0.3300727974779923,0.20143878103453283,0.16708197018329396,0.12
random,7,drought_deficit_volume,0.32414928104239815,0.1976610530882839,0.20532429601750746,0.11
random,7,drought_duration,0.27990001960399913,0.15734683597001511,0.0980199960792002,0.13
random,7,drought_peak_depth,0.3358483716197651,0.1885463220267594,0.13245083511663835,0.08
random,7,drought_onset_rate,0.5767680046362895,0.38252541173612,0.23077687945967895,0.14
random,7,drought_recovery_rate,0.5208395876514011,0.34407308067409803,0.2163617887692586,0.08
random,7,flood_peak_magnitude,0.33442291581202643,0.20318883091784687,0.21727852187907304,0.12
random,7,flood_pulse_duration,0.4755555555555556,0.31591724185885395,0.2777777777777778,0.06
random,7,flood_rise_rate,0.29911217910213006,0.1858798409205609,0.2305028056137408,0.13
random,8,drought_deficit_volume,0.31660730638243717,0.1869801807326618,0.11070412638491689,0.09
random,8,drought_duration,0.27029602038815914,0.15710045199000433,0.1176239952950402,0.11
random,8,drought_peak_depth,0.33085921721654665,0.1806878101484491,0.20039213609287565,0.11
random,8,drought_onset_rate,0.5179869709548228,0.3498142615758179,0.1562396209713588,0.16
random,8,drought_recovery_rate,0.4385759121504209,0.2956645066351011,0.09565522575869734,0.15
random,8,flood_peak_magnitude,0.3432575083375297,0.1941502490899952,0.1095755526810791,0.15
random,8,flood_pulse_duration,0.4355555555555556,0.29113549516197995,0.16666666666666663,0.08
random,8,flood_rise_rate,0.340413068480825,0.21284883744424013,0.1476752819627022,0.11
random,9,drought_deficit_volume,0.3316493964692211,0.19628673986915418,0.12094393253505997,0.08
random,9,drought_duration,0.301088021956479,0.16594702698526356,0.2548519898059205,0.09
